wkt_geom	typ_budynku
MultiPolygon (((204396.45000000018626451 627708.85999999940395355, 204397.80999999959021807 627714.16000000014901161, 204404.44000000040978193 627712.26999999955296516, 204404.79999999981373549 627713.19999999925494194, 204416.66999999992549419 627709.90000000037252903, 204418.83999999985098839 627709.98000000044703484, 204419.50999999977648258 627702.48000000044703484, 204396.45000000018626451 627708.85999999940395355)))	mieszkalne
MultiPolygon (((204397.4599999999627471 627723.13000000081956387, 204396.63999999966472387 627720.26999999955296516, 204395.33000000007450581 627720.64000000059604645, 204392.41999999992549419 627710.53999999910593033, 204393.70000000018626451 627710.17999999970197678, 204392.87000000011175871 627707.24000000022351742, 204391.57000000029802322 627707.63000000081956387, 204388.66000000014901161 627697.58000000007450581, 204389.9599999999627471 627697.19999999925494194, 204389.08999999985098839 627694.18999999947845936, 204387.75999999977648258 627694.56000000052154064, 204386.41999999992549419 627689.84999999962747097, 204375.17999999970197678 627693.08999999985098839, 204376.55999999959021807 627697.86999999918043613, 204375.36000000033527613 627698.21000000089406967, 204377.08999999985098839 627704.21000000089406967, 204378.2900000000372529 627703.85999999940395355, 204379.30999999959021807 627707.41999999992549419, 204378.12999999988824129 627707.75999999977648258, 204380.99000000022351742 627717.68999999947845936, 204382.16999999992549419 627717.34999999962747097, 204383.20000000018626451 627720.75999999977648258, 204381.99000000022351742 627721.11999999918043613, 204383.7099999999627471 627727.09999999962747097, 204384.91999999992549419 627726.76999999955296516, 204386.32000000029802322 627731.60999999940395355, 204391.79999999981373549 627730.02999999932944775, 204390.34999999962747097 627725.17999999970197678, 204397.4599999999627471 627723.13000000081956387)))	mieszkalne
MultiPolygon (((204590.34999999962747097 627767.99000000022351742, 204588.16000000014901161 627761.99000000022351742, 204580.5 627758.74000000022351742, 204579.58000000007450581 627761.01999999955296516, 204585.0400000000372529 627775.73000000044703484, 204585.65000000037252903 627775.96000000089406967, 204586.30999999959021807 627775.64000000059604645, 204592.04999999981373549 627772.66000000014901161, 204590.34999999962747097 627767.99000000022351742)))	mieszkalne
MultiPolygon (((204576.73000000044703484 627778.75, 204570.15000000037252903 627760.21000000089406967, 204572.91000000014901161 627758.48000000044703484, 204571.7900000000372529 627753.86999999918043613, 204562.63999999966472387 627757.49000000022351742, 204562.2099999999627471 627757.65000000037252903, 204567.70000000018626451 627772.86999999918043613, 204571.44000000040978193 627783.26999999955296516, 204575.20000000018626451 627781.71000000089406967, 204576.16000000014901161 627780.5, 204575.84999999962747097 627779.65000000037252903, 204576.33999999985098839 627779.48000000044703484, 204576.73000000044703484 627778.75)))	mieszkalne
MultiPolygon (((204601.4599999999627471 627757.50999999977648258, 204599.87999999988824129 627753, 204597.83000000007450581 627751.92999999970197678, 204593.46999999973922968 627753.49000000022351742, 204593.28000000026077032 627753.13000000081956387, 204584.16999999992549419 627755.23000000044703484, 204583.84999999962747097 627754.89000000059604645, 204581.91999999992549419 627755.28999999910593033, 204580.0400000000372529 627755.67999999970197678, 204579.30999999959021807 627758.07000000029802322, 204580.5 627758.74000000022351742, 204588.16000000014901161 627761.99000000022351742, 204601.4599999999627471 627757.50999999977648258)))	mieszkalne
MultiPolygon (((204062.66000000014901161 627769.99000000022351742, 204059.95000000018626451 627760.40000000037252903, 204059.63999999966472387 627759.33000000007450581, 204056.65000000037252903 627760.28999999910593033, 204056.54999999981373549 627759.93999999947845936, 204040.40000000037252903 627764.75999999977648258, 204043.46999999973922968 627775.52999999932944775, 204062.66000000014901161 627769.99000000022351742)))	mieszkalne
MultiPolygon (((204069.08999999985098839 627792.82000000029802322, 204066.15000000037252903 627782.22000000067055225, 204046.94000000040978193 627787.83000000007450581, 204049.95000000018626451 627798.41999999992549419, 204069.08999999985098839 627792.82000000029802322)))	mieszkalne
MultiPolygon (((204107.69000000040978193 627754.32000000029802322, 204105.42999999970197678 627752.02999999932944775, 204104.33000000007450581 627748.22000000067055225, 204104.91000000014901161 627748.06000000052154064, 204102.83000000007450581 627740.41999999992549419, 204102.16999999992549419 627740.59999999962747097, 204101.09999999962747097 627736.77999999932944775, 204100.75 627736.85999999940395355, 204100.37000000011175871 627735.49000000022351742, 204098.58999999985098839 627735, 204097.19000000040978193 627734.80000000074505806, 204094.30999999959021807 627735.63000000081956387, 204100.24000000022351742 627756.35999999940395355, 204107.69000000040978193 627754.32000000029802322)))	mieszkalne
MultiPolygon (((204124.32000000029802322 627753.00999999977648258, 204124.01999999955296516 627751.66999999992549419, 204122.69000000040978193 627751.23000000044703484, 204123.0400000000372529 627750.05000000074505806, 204116.83999999985098839 627748.05000000074505806, 204114.07000000029802322 627746.23000000044703484, 204113.82000000029802322 627747.08000000007450581, 204112.05999999959021807 627753.11999999918043613, 204123.08999999985098839 627756.25999999977648258, 204123.99000000022351742 627756.55000000074505806, 204124.5 627754.76999999955296516, 204124.32000000029802322 627753.00999999977648258)))	mieszkalne
MultiPolygon (((204054.40000000037252903 627856.50999999977648258, 204051.41000000014901161 627852.25999999977648258, 204048.61000000033527613 627854.00999999977648258, 204046.25 627850.33999999985098839, 204048.94000000040978193 627848.73000000044703484, 204044.03000000026077032 627841.75999999977648258, 204043.45000000018626451 627842.17999999970197678, 204043.62000000011175871 627842.36999999918043613, 204037.25 627846.83999999985098839, 204030.48000000044703484 627847.81000000052154064, 204030.41000000014901161 627847.47000000067055225, 204029.75 627847.57000000029802322, 204029.98000000044703484 627849.25, 204030.74000000022351742 627855.00999999977648258, 204033.65000000037252903 627854.64000000059604645, 204034.33999999985098839 627855.02999999932944775, 204034.74000000022351742 627857.53999999910593033, 204031.16999999992549419 627858.11999999918043613, 204031.23000000044703484 627858.53999999910593033, 204031.28000000026077032 627858.91000000014901161, 204032.66000000014901161 627868.94999999925494194, 204033.16999999992549419 627872.91999999992549419, 204034.09999999962747097 627880.24000000022351742, 204039 627880.5, 204038.75999999977648258 627880.16999999992549419, 204040.00999999977648258 627879.23000000044703484, 204039.49000000022351742 627876.35999999940395355, 204040.82000000029802322 627876.11999999918043613, 204039.19000000040978193 627863.03999999910593033, 204039.40000000037252903 627861.75999999977648258, 204049.67999999970197678 627860, 204054.36000000033527613 627866.76999999955296516, 204059.23000000044703484 627863.34999999962747097, 204057.84999999962747097 627861.39000000059604645, 204054.40000000037252903 627856.50999999977648258)))	mieszkalne
MultiPolygon (((204070.29999999981373549 627837.08000000007450581, 204059.7900000000372529 627822.27999999932944775, 204057.28000000026077032 627818.11999999918043613, 204051.84999999962747097 627821.82000000029802322, 204056.59999999962747097 627828.60999999940395355, 204056.28000000026077032 627828.82000000029802322, 204064.37999999988824129 627840.16999999992549419, 204064.66999999992549419 627839.99000000022351742, 204069.03000000026077032 627846.43999999947845936, 204074.20000000018626451 627842.81000000052154064, 204072.17999999970197678 627839.73000000044703484, 204070.29999999981373549 627837.08000000007450581)))	mieszkalne
MultiPolygon (((204087.37999999988824129 627824.14000000059604645, 204089.58000000007450581 627816.58000000007450581, 204091.36000000033527613 627815.48000000044703484, 204093.92999999970197678 627816.31000000052154064, 204095.32000000029802322 627811.57000000029802322, 204075.92999999970197678 627805.71000000089406967, 204075.38999999966472387 627805.53999999910593033, 204073.73000000044703484 627810.88000000081956387, 204076.67999999970197678 627811.80000000074505806, 204078.05999999959021807 627811, 204079.17999999970197678 627812.77999999932944775, 204076.50999999977648258 627821.78999999910593033, 204074.61000000033527613 627822.52999999932944775, 204074.09999999962747097 627821.22000000067055225, 204071.65000000037252903 627820.61999999918043613, 204071.63999999966472387 627820.08999999985098839, 204065.16999999992549419 627818.08000000007450581, 204064.03000000026077032 627816.16999999992549419, 204063.45000000018626451 627816.61999999918043613, 204059.00999999977648258 627808.88000000081956387, 204053.36000000033527613 627810.38000000081956387, 204052.12999999988824129 627810.82000000029802322, 204057.28000000026077032 627818.11999999918043613, 204059.7900000000372529 627822.27999999932944775, 204091.41000000014901161 627831.98000000044703484, 204091.82000000029802322 627832.10999999940395355, 204093.40000000037252903 627826.58999999985098839, 204089.21999999973922968 627825.44999999925494194, 204088.41000000014901161 627825.89000000059604645, 204087.37999999988824129 627824.14000000059604645)))	mieszkalne
MultiPolygon (((204055.91999999992549419 627846.27999999932944775, 204047.78000000026077032 627834.55000000074505806, 204047.41000000014901161 627834.81000000052154064, 204042.75 627828.24000000022351742, 204041.76999999955296516 627828.93999999947845936, 204039.24000000022351742 627826.16000000014901161, 204045.25 627821.98000000044703484, 204044.95000000018626451 627821.48000000044703484, 204041.73000000044703484 627816.69999999925494194, 204041.04999999981373549 627815.00999999977648258, 204031.63999999966472387 627818.66000000014901161, 204034.08999999985098839 627821.83000000007450581, 204031.62999999988824129 627823.89000000059604645, 204039.51999999955296516 627834.97000000067055225, 204044.03000000026077032 627841.75999999977648258, 204048.94000000040978193 627848.73000000044703484, 204051.41000000014901161 627852.25999999977648258, 204054.40000000037252903 627856.50999999977648258, 204059.86000000033527613 627852.66000000014901161, 204055.7099999999627471 627846.43999999947845936, 204055.91999999992549419 627846.27999999932944775)))	mieszkalne
MultiPolygon (((204113.83999999985098839 627838.58000000007450581, 204119.28000000026077032 627818.71000000089406967, 204110.03000000026077032 627815.92999999970197678, 204106.71999999973922968 627814.93999999947845936, 204102.45000000018626451 627829.66999999992549419, 204100.44000000040978193 627830.25999999977648258, 204099.21999999973922968 627834.25, 204113.83999999985098839 627838.58000000007450581)))	mieszkalne
MultiPolygon (((204069.32000000029802322 627961.41000000014901161, 204071.23000000044703484 627954.94999999925494194, 204073.37999999988824129 627955.60999999940395355, 204074.65000000037252903 627951.28999999910593033, 204072.51999999955296516 627950.68999999947845936, 204073.9599999999627471 627945.68999999947845936, 204069.9599999999627471 627941.98000000044703484, 204071.62999999988824129 627940.16000000014901161, 204067.70000000018626451 627935.76999999955296516, 204065.71999999973922968 627937.30000000074505806, 204062.37000000011175871 627932.98000000044703484, 204062.46999999973922968 627932.81000000052154064, 204042.98000000044703484 627935.60999999940395355, 204044.9599999999627471 627949.23000000044703484, 204045.80999999959021807 627949.00999999977648258, 204045.82000000029802322 627948.68999999947845936, 204051.5400000000372529 627947.91000000014901161, 204057.40000000037252903 627947.09999999962747097, 204058.84999999962747097 627948.97000000067055225, 204054.86000000033527613 627962.56000000052154064, 204053.13999999966472387 627963.78999999910593033, 204052.5400000000372529 627965.83999999985098839, 204052.01999999955296516 627965.68999999947845936, 204051.7900000000372529 627966.44999999925494194, 204051.86000000033527613 627966.72000000067055225, 204066.5 627970.84999999962747097, 204068.01999999955296516 627965.68999999947845936, 204070.17999999970197678 627966.30000000074505806, 204071.45000000018626451 627962.08000000007450581, 204069.32000000029802322 627961.41000000014901161)))	mieszkalne
MultiPolygon (((204080.70000000018626451 627844.52999999932944775, 204081.58000000007450581 627843.91000000014901161, 204079.33999999985098839 627840.64000000059604645, 204078.25999999977648258 627841.38000000081956387, 204075.5 627837.44999999925494194, 204072.17999999970197678 627839.73000000044703484, 204074.20000000018626451 627842.81000000052154064, 204077.66000000014901161 627847.75999999977648258, 204079.83999999985098839 627850.28999999910593033, 204083.2099999999627471 627848.03999999910593033, 204081.54999999981373549 627845.72000000067055225, 204080.70000000018626451 627844.52999999932944775)))	mieszkalne
MultiPolygon (((204091.41000000014901161 627831.98000000044703484, 204059.7900000000372529 627822.27999999932944775, 204070.29999999981373549 627837.08000000007450581, 204075.12000000011175871 627833.56000000052154064, 204089.75999999977648258 627837.75, 204091.41000000014901161 627831.98000000044703484)))	mieszkalne
MultiPolygon (((204108.12999999988824129 627858.30000000074505806, 204113.83999999985098839 627838.58000000007450581, 204099.21999999973922968 627834.25, 204098.65000000037252903 627834.08000000007450581, 204097.37000000011175871 627838.39000000059604645, 204097.58000000007450581 627838.66999999992549419, 204097.83000000007450581 627838.53999999910593033, 204099.11000000033527613 627839.85999999940395355, 204096.86000000033527613 627847.56000000052154064, 204091.44000000040978193 627845.98000000044703484, 204083.2099999999627471 627848.03999999910593033, 204079.83999999985098839 627850.28999999910593033, 204086.78000000026077032 627860.75, 204094.24000000022351742 627858.94999999925494194, 204094.67999999970197678 627861.34999999962747097, 204100.58000000007450581 627860.28999999910593033, 204100.32000000029802322 627857.81000000052154064, 204108.12999999988824129 627858.30000000074505806)))	mieszkalne
MultiPolygon (((204131.41000000014901161 627778.57000000029802322, 204136.96999999973922968 627760.28999999910593033, 204123.99000000022351742 627756.55000000074505806, 204123.08999999985098839 627756.25999999977648258, 204122.48000000044703484 627758.38000000081956387, 204123.45000000018626451 627760.16999999992549419, 204120.20000000018626451 627771.17999999970197678, 204118.62000000011175871 627771.97000000067055225, 204117.90000000037252903 627774.58000000007450581, 204117.99000000022351742 627774.60999999940395355, 204131.41000000014901161 627778.57000000029802322)))	mieszkalne
MultiPolygon (((204049.91000000014901161 628027.08000000007450581, 204052.48000000044703484 628018.66999999992549419, 204054.20000000018626451 628019.16999999992549419, 204055.2099999999627471 628015.66000000014901161, 204053.48000000044703484 628015.17999999970197678, 204054.23000000044703484 628012.61999999918043613, 204040.94000000040978193 628008.86999999918043613, 204039.70000000018626451 628012.90000000037252903, 204040.58000000007450581 628014.46000000089406967, 204037.83999999985098839 628025.01999999955296516, 204035.91000000014901161 628025.73000000044703484, 204034.87000000011175871 628029.36999999918043613, 204035.69000000040978193 628029.41999999992549419, 204048.15000000037252903 628033.11999999918043613, 204048.90000000037252903 628030.57000000029802322, 204050.66000000014901161 628031.07000000029802322, 204051.66999999992549419 628027.75999999977648258, 204049.91000000014901161 628027.08000000007450581)))	mieszkalne
MultiPolygon (((204056.69000000040978193 628004.17999999970197678, 204057.49000000022351742 628000.49000000022351742, 204059.91999999992549419 628001.17999999970197678, 204061.19000000040978193 627997.69999999925494194, 204058.84999999962747097 627996.98000000044703484, 204060.25999999977648258 627991.98000000044703484, 204046.96999999973922968 627988.24000000022351742, 204046.38999999966472387 627988.08000000007450581, 204043.95000000018626451 627987.34999999962747097, 204040.07000000029802322 627986.16999999992549419, 204038.45000000018626451 627991.74000000022351742, 204042.58999999985098839 627992.93999999947845936, 204042.83000000007450581 627992.07000000029802322, 204043.90000000037252903 627992.36999999918043613, 204045.30999999959021807 627991.76999999955296516, 204046.24000000022351742 627993.16999999992549419, 204043.25 628003.83000000007450581, 204041.36000000033527613 628004.78999999910593033, 204040.66999999992549419 628003.33999999985098839, 204039.67999999970197678 628003.05000000074505806, 204039.25999999977648258 628002.91999999992549419, 204037.7099999999627471 628007.91999999992549419, 204040.01999999955296516 628008.61999999918043613, 204040.94000000040978193 628008.86999999918043613, 204054.23000000044703484 628012.61999999918043613, 204055.69000000040978193 628007.64000000059604645, 204058.08999999985098839 628008.32000000029802322, 204059.0400000000372529 628004.83999999985098839, 204056.69000000040978193 628004.17999999970197678)))	mieszkalne
MultiPolygon (((204141.69000000040978193 627743.98000000044703484, 204149.13999999966472387 627718.86999999918043613, 204146.00999999977648258 627715.61999999918043613, 204147.74000000022351742 627713.99000000022351742, 204144.11000000033527613 627709.38000000081956387, 204141.87000000011175871 627711.22000000067055225, 204138.54999999981373549 627707.82000000029802322, 204113.29999999981373549 627715.10999999940395355, 204117.00999999977648258 627727.72000000067055225, 204117.16000000014901161 627728.24000000022351742, 204118.07000000029802322 627727.96000000089406967, 204117.95000000018626451 627727.55000000074505806, 204129.80999999959021807 627724.05000000074505806, 204129.66000000014901161 627723.58000000007450581, 204132.08999999985098839 627722.92999999970197678, 204132.42999999970197678 627721.85999999940395355, 204133.42999999970197678 627721.50999999977648258, 204135.30999999959021807 627723.63000000081956387, 204134.7099999999627471 627724.30000000074505806, 204133.4599999999627471 627728.5, 204132.70000000018626451 627728.32000000029802322, 204130.49000000022351742 627735.60999999940395355, 204129.08999999985098839 627740.25, 204141.69000000040978193 627743.98000000044703484)))	mieszkalne
MultiPolygon (((204136.96999999973922968 627760.28999999910593033, 204141.69000000040978193 627743.98000000044703484, 204129.08999999985098839 627740.25, 204126.19000000040978193 627750.25, 204126.59999999962747097 627750.36999999918043613, 204125.9599999999627471 627752.64000000059604645, 204124.32000000029802322 627753.00999999977648258, 204124.5 627754.76999999955296516, 204123.99000000022351742 627756.55000000074505806, 204136.96999999973922968 627760.28999999910593033)))	mieszkalne
MultiPolygon (((204081.92999999970197678 627863.41000000014901161, 204086.78000000026077032 627860.75, 204079.83999999985098839 627850.28999999910593033, 204077.66000000014901161 627847.75999999977648258, 204074.20000000018626451 627842.81000000052154064, 204069.03000000026077032 627846.43999999947845936, 204071.30999999959021807 627849.72000000067055225, 204074.63999999966472387 627849.64000000059604645, 204074.66000000014901161 627851.5, 204062.75999999977648258 627859.71000000089406967, 204061.01999999955296516 627859.02999999932944775, 204062.19000000040978193 627856.00999999977648258, 204059.86000000033527613 627852.66000000014901161, 204054.40000000037252903 627856.50999999977648258, 204057.84999999962747097 627861.39000000059604645, 204059.23000000044703484 627863.34999999962747097, 204067.05999999959021807 627874.47000000067055225, 204071.48000000044703484 627870.31000000052154064, 204072.5400000000372529 627871.81000000052154064, 204075.70000000018626451 627869.57000000029802322, 204074.5400000000372529 627867.92999999970197678, 204077.87999999988824129 627865.60999999940395355, 204079.32000000029802322 627867.67999999970197678, 204083.09999999962747097 627865.16000000014901161, 204081.92999999970197678 627863.41000000014901161)))	mieszkalne
MultiPolygon (((204055.62999999988824129 627745.25, 204070.12000000011175871 627741.02999999932944775, 204074.86000000033527613 627739.65000000037252903, 204071.08999999985098839 627727.28999999910593033, 204051.86000000033527613 627732.74000000022351742, 204055.62999999988824129 627745.25)))	mieszkalne
MultiPolygon (((204055.62999999988824129 627745.25, 204051.86000000033527613 627732.74000000022351742, 204032.78000000026077032 627738.11999999918043613, 204036.42999999970197678 627750.58000000007450581, 204055.62999999988824129 627745.25)))	mieszkalne
MultiPolygon (((204119.01999999955296516 627734.53999999910593033, 204118.41999999992549419 627732.53999999910593033, 204117.16000000014901161 627728.24000000022351742, 204117.00999999977648258 627727.72000000067055225, 204113.29999999981373549 627715.10999999940395355, 204090.28000000026077032 627721.58999999985098839, 204093.83000000007450581 627734.19999999925494194, 204094.13999999966472387 627735.25, 204094.30999999959021807 627735.63000000081956387, 204097.19000000040978193 627734.80000000074505806, 204098.58999999985098839 627735, 204099.21999999973922968 627733.08999999985098839, 204112.38999999966472387 627729.32000000029802322, 204113.86000000033527613 627730.69999999925494194, 204112.61000000033527613 627731.91999999992549419, 204113.80999999959021807 627736.08000000007450581, 204119.01999999955296516 627734.53999999910593033)))	mieszkalne
MultiPolygon (((204094.13999999966472387 627735.25, 204093.83000000007450581 627734.19999999925494194, 204090.28000000026077032 627721.58999999985098839, 204071.08999999985098839 627727.28999999910593033, 204074.86000000033527613 627739.65000000037252903, 204086.87000000011175871 627736.10999999940395355, 204088.92999999970197678 627736.19999999925494194, 204093.53000000026077032 627734.85999999940395355, 204093.66999999992549419 627735.35999999940395355, 204094.13999999966472387 627735.25)))	mieszkalne
MultiPolygon (((204057.25 627892.36999999918043613, 204059.84999999962747097 627886.02999999932944775, 204062.05999999959021807 627887.17999999970197678, 204064.91999999992549419 627881.66999999992549419, 204064.75999999977648258 627881.58999999985098839, 204066.83999999985098839 627877.86999999918043613, 204065.2900000000372529 627877.00999999977648258, 204067.05999999959021807 627874.47000000067055225, 204059.23000000044703484 627863.34999999962747097, 204054.36000000033527613 627866.76999999955296516, 204055.38999999966472387 627868.24000000022351742, 204053.33999999985098839 627869.60999999940395355, 204049.61000000033527613 627876.25, 204050.15000000037252903 627880.17999999970197678, 204039.95000000018626451 627881.66000000014901161, 204039 627880.5, 204034.09999999962747097 627880.24000000022351742, 204034.61000000033527613 627883.74000000022351742, 204036.36000000033527613 627896.08000000007450581, 204056.16999999992549419 627893.25999999977648258, 204057.25 627892.36999999918043613)))	mieszkalne
MultiPolygon (((204177.5400000000372529 627643.18999999947845936, 204170.96999999973922968 627623.82000000029802322, 204158.87999999988824129 627627.99000000022351742, 204165.57000000029802322 627648.11999999918043613, 204178.03000000026077032 627643.97000000067055225, 204177.75 627643.13000000081956387, 204177.5400000000372529 627643.18999999947845936)))	mieszkalne
MultiPolygon (((204267.92999999970197678 627649.99000000022351742, 204264.08999999985098839 627637.17999999970197678, 204243.66000000014901161 627643.47000000067055225, 204243.76999999955296516 627643.75, 204247.2900000000372529 627655.84999999962747097, 204267.92999999970197678 627649.99000000022351742)))	mieszkalne
MultiPolygon (((204267.92999999970197678 627649.99000000022351742, 204289.03000000026077032 627643.88000000081956387, 204285.37000000011175871 627631.22000000067055225, 204285.13999999966472387 627630.41999999992549419, 204281.7900000000372529 627631.08999999985098839, 204281.40000000037252903 627632.51999999955296516, 204268.09999999962747097 627636.16000000014901161, 204267.08000000007450581 627635.07000000029802322, 204264.04999999981373549 627636.52999999932944775, 204264.08999999985098839 627637.17999999970197678, 204267.92999999970197678 627649.99000000022351742)))	mieszkalne
MultiPolygon (((204247.2900000000372529 627655.84999999962747097, 204243.76999999955296516 627643.75, 204223.37000000011175871 627649.67999999970197678, 204226.7900000000372529 627661.78999999910593033, 204247.2900000000372529 627655.84999999962747097)))	mieszkalne
MultiPolygon (((204226.7900000000372529 627661.78999999910593033, 204223.37000000011175871 627649.67999999970197678, 204222.96999999973922968 627648.32000000029802322, 204219.19000000040978193 627649.5, 204218.91999999992549419 627651.00999999977648258, 204200.37000000011175871 627656.36999999918043613, 204203.66999999992549419 627668.36999999918043613, 204226.7900000000372529 627661.78999999910593033)))	mieszkalne
MultiPolygon (((204169.98000000044703484 627620.13000000081956387, 204166.49000000022351742 627609.84999999962747097, 204167.29999999981373549 627608.18999999947845936, 204166.13999999966472387 627605.60999999940395355, 204152.83999999985098839 627610, 204158.87999999988824129 627627.99000000022351742, 204170.96999999973922968 627623.82000000029802322, 204169.98000000044703484 627620.13000000081956387)))	mieszkalne
MultiPolygon (((204299.2099999999627471 627611.42999999970197678, 204299.19000000040978193 627610.39000000059604645, 204297.69000000040978193 627605.35999999940395355, 204296.37000000011175871 627605.69999999925494194, 204273.38999999966472387 627612.11999999918043613, 204278.57000000029802322 627629.55000000074505806, 204279.87000000011175871 627629.25, 204280.08999999985098839 627630.30000000074505806, 204281.7900000000372529 627631.08999999985098839, 204285.13999999966472387 627630.41999999992549419, 204283.66999999992549419 627625.69999999925494194, 204281.16999999992549419 627616.47000000067055225, 204299.2099999999627471 627611.42999999970197678)))	mieszkalne
MultiPolygon (((204305.94000000040978193 627639.03999999910593033, 204302.59999999962747097 627626.88000000081956387, 204298.2099999999627471 627628.13000000081956387, 204298.05999999959021807 627627.60999999940395355, 204297.08999999985098839 627627.84999999962747097, 204297.21999999973922968 627628.38000000081956387, 204294.95000000018626451 627629.03999999910593033, 204289.94000000040978193 627630.50999999977648258, 204286.37000000011175871 627631.56000000052154064, 204286.25 627630.96000000089406967, 204285.37000000011175871 627631.22000000067055225, 204289.03000000026077032 627643.88000000081956387, 204305.94000000040978193 627639.03999999910593033)))	mieszkalne
MultiPolygon (((204183.40000000037252903 627659.01999999955296516, 204178.49000000022351742 627644.97000000067055225, 204178.91999999992549419 627644.82000000029802322, 204178.58000000007450581 627643.78999999910593033, 204178.03000000026077032 627643.97000000067055225, 204165.57000000029802322 627648.11999999918043613, 204174.26999999955296516 627674.00999999977648258, 204177.67999999970197678 627675.88000000081956387, 204203.66999999992549419 627668.36999999918043613, 204200.37000000011175871 627656.36999999918043613, 204199.98000000044703484 627655.75999999977648258, 204186.16000000014901161 627659.86999999918043613, 204186.37000000011175871 627660.72000000067055225, 204184.61000000033527613 627661.39000000059604645, 204183.48000000044703484 627661.33000000007450581, 204183.16999999992549419 627660.13000000081956387, 204183.40000000037252903 627659.01999999955296516)))	mieszkalne
MultiPolygon (((204381.79999999981373549 627617.26999999955296516, 204377.95000000018626451 627603.81000000052154064, 204377.80999999959021807 627603.33000000007450581, 204373.9599999999627471 627604.23000000044703484, 204372.87999999988824129 627606.15000000037252903, 204366.0400000000372529 627608.10999999940395355, 204365.59999999962747097 627608.75, 204364.50999999977648258 627609.06000000052154064, 204363.51999999955296516 627608.56000000052154064, 204363.37999999988824129 627608.13000000081956387, 204364.12000000011175871 627607.91999999992549419, 204364.67999999970197678 627606.85999999940395355, 204364.36000000033527613 627605.61999999918043613, 204364.95000000018626451 627605.46000000089406967, 204361.32000000029802322 627592.77999999932944775, 204362.26999999955296516 627591.26999999955296516, 204363.55999999959021807 627592.06000000052154064, 204369.62000000011175871 627590.17999999970197678, 204370.71999999973922968 627589.83999999985098839, 204369.41999999992549419 627585.21000000089406967, 204364.54999999981373549 627586.59999999962747097, 204346.46999999973922968 627591.68999999947845936, 204347.58999999985098839 627595.86999999918043613, 204345.16999999992549419 627596.55000000074505806, 204346.75999999977648258 627602.19999999925494194, 204349.17999999970197678 627601.50999999977648258, 204351.62999999988824129 627609.91999999992549419, 204349.20000000018626451 627610.58999999985098839, 204350.74000000022351742 627616.17999999970197678, 204353.16999999992549419 627615.50999999977648258, 204355.26999999955296516 627623.25, 204357.20000000018626451 627624.31000000052154064, 204381.79999999981373549 627617.26999999955296516)))	mieszkalne
MultiPolygon (((204401.99000000022351742 627611.33000000007450581, 204398.13999999966472387 627597.75, 204395.11000000033527613 627598.57000000029802322, 204394.62000000011175871 627599.94999999925494194, 204382.12999999988824129 627603.63000000081956387, 204380.91999999992549419 627602.68999999947845936, 204377.95000000018626451 627603.81000000052154064, 204381.79999999981373549 627617.26999999955296516, 204401.99000000022351742 627611.33000000007450581)))	mieszkalne
MultiPolygon (((204649.03000000026077032 627568.81000000052154064, 204655.37999999988824129 627566.59999999962747097, 204651.96999999973922968 627555.41999999992549419, 204645.42999999970197678 627557.75, 204639.86000000033527613 627559.75, 204639.41000000014901161 627560.36999999918043613, 204639 627560.16999999992549419, 204601.15000000037252903 627625.46000000089406967, 204601.53000000026077032 627625.74000000022351742, 204601.26999999955296516 627626.32000000029802322, 204613.67999999970197678 627661.53999999910593033, 204614.15000000037252903 627661.31000000052154064, 204615.05999999959021807 627663.92999999970197678, 204630.0400000000372529 627658.73000000044703484, 204622.2900000000372529 627636.91999999992549419, 204617.91999999992549419 627638.49000000022351742, 204614.53000000026077032 627629, 204614.58000000007450581 627626.83000000007450581, 204647.13999999966472387 627570.53999999910593033, 204648.58999999985098839 627568.97000000067055225, 204649.03000000026077032 627568.81000000052154064)))	mieszkalne
MultiPolygon (((204347.12999999988824129 628052.09999999962747097, 204354.13999999966472387 628039.60999999940395355, 204355.53000000026077032 628039.27999999932944775, 204355.98000000044703484 628041.08999999985098839, 204358.58999999985098839 628042.53999999910593033, 204361.51999999955296516 628036.77999999932944775, 204357.86000000033527613 628034.67999999970197678, 204344.98000000044703484 628027.83999999985098839, 204342.34999999962747097 628032.25999999977648258, 204340.2099999999627471 628031.18999999947845936, 204338.00999999977648258 628035.07000000029802322, 204340.24000000022351742 628036.24000000022351742, 204337.21999999973922968 628041.65000000037252903, 204335 628040.47000000067055225, 204332.96999999973922968 628044.19999999925494194, 204335.11000000033527613 628045.36999999918043613, 204332.5400000000372529 628050.06000000052154064, 204345.19000000040978193 628057.61999999918043613, 204348.90000000037252903 628059.83000000007450581, 204352.41999999992549419 628053.89000000059604645, 204350.05999999959021807 628052.58000000007450581, 204347.63999999966472387 628053.51999999955296516, 204347.12999999988824129 628052.09999999962747097)))	mieszkalne
MultiPolygon (((204316.76999999955296516 627737.74000000022351742, 204329.99000000022351742 627733.56000000052154064, 204329.91000000014901161 627732.76999999955296516, 204331.4599999999627471 627732.34999999962747097, 204332.96999999973922968 627729.52999999932944775, 204332.55999999959021807 627726.83999999985098839, 204327.09999999962747097 627728.41000000014901161, 204308.83000000007450581 627733.71000000089406967, 204312.32000000029802322 627738.83000000007450581, 204312.73000000044703484 627739.47000000067055225, 204314.69000000040978193 627738.33000000007450581, 204316.76999999955296516 627737.74000000022351742)))	mieszkalne
